mode,scenario,hazard_map,draw,shapeGroup,dam_cost_ppp2024,dam_area_m2
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,285,RUS,180804013856.11288,121010841.75164789
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,285,CAN,7946133635.904506,1134919.5274672543
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,285,USA,42016823708.18926,10197562.730847258
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,286,RUS,183984210229.46814,123075693.36722434
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,286,CAN,7942069132.711701,1134407.4022932246
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,286,USA,41842235909.648476,10155653.509908454
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,287,RUS,182454329394.52258,122064801.93282564
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,287,CAN,7939702415.6697645,1133991.9367653253
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,287,USA,41599328013.01169,10095293.846852845
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,288,RUS,162580511007.26944,110760056.94465926
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,288,CAN,8166307048.538589,1162841.388458114
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,288,USA,41178236581.48048,9989280.271496981
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,289,RUS,182968612332.8891,122402944.60017982
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,289,CAN,8159003182.746659,1161902.9157841231
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,289,USA,39672132850.44566,9661687.15747706
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,290,RUS,182408930304.3664,122034126.54123132
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,290,CAN,8151270037.955781,1160932.2399711395
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,290,USA,42608013673.22735,10341428.520264262
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,291,RUS,147099991257.87314,101514864.67365618
