mode,scenario,hazard_map,draw,shapeGroup,dam_cost_usd2024,dam_cost_res_usd2024,dam_cost_nonres_usd2024,dam_area_m2,dam_area_res_m2,dam_area_nonres_m2
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,42,RUS,86014406206.83046,47839871022.8925,38174535183.93857,57921786.70145383,34877409.55412336,23044377.14732976
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,42,CAN,1304617239.0841408,913240355.0580806,391376884.02606285,170858.54387227327,110072.98275515091,60785.561117122015
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,42,USA,10819804337.992064,7044363090.295661,3775441247.6964364,2712765.488502626,1995806.4283049968,716959.0601976326
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,43,RUS,85569049503.02849,54010847649.55849,31558201853.46961,60242829.6628627,40667738.559300445,19575091.103562467
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,43,CAN,75543276.19937351,72790248.42300534,2753027.7763681924,9262.050942040185,8834.849667167631,427.20127487255456
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,43,USA,9799559035.247133,8184525560.671029,1615033474.576076,2625532.8917260226,2318836.851143676,306696.04058234807
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,44,RUS,217298033576.28897,146840288074.2473,70457745502.03955,146669131.2055951,106161899.89020197,40507231.31539491
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,44,CAN,40208970.81283555,39481226.367382236,727744.4454533106,4952.184660304981,4812.977633051988,139.2070272529926
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,44,USA,4786403302.219956,3805892019.8729544,980511282.3469862,1264483.7754574367,1078283.964260899,186199.81119653067
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,45,RUS,127692399888.165,74185992778.97746,53506407109.188065,90820360.78215393,57248441.927109934,33571918.85504067
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,45,CAN,528545912.7033683,450841158.5656376,77704754.13773103,66417.1936746182,54325.46625767033,12091.72741694786
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,45,USA,14949762097.531958,10844142472.87912,4105619624.6529226,3852018.738348154,3072358.5623578406,779660.1759903177
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,46,RUS,91789304719.45718,55722655390.8307,36066649328.62531,62242061.391074896,40513766.42037663,21728294.970698975
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,46,CAN,152872268.32467228,136629491.3646257,16242776.960046653,19067.36863043735,16546.89459658783,2520.4740338495094
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,46,USA,4366409533.746468,3231189066.7358737,1135220467.0105753,1131038.5281273974,915459.3293670904,215579.19876030835
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,47,RUS,183583058067.35226,109524029836.18327,74059028231.17857,124428508.51873234,80948814.79175001,43479693.72698029
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,47,CAN,339214659.4814247,278733169.5218019,60481489.95962272,43004.27161820589,33605.51318221369,9398.758435992217
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,47,USA,6074987860.74626,4498094485.801369,1576893374.9448476,1573851.7267517424,1274398.5190446584,299453.20770708274
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,48,RUS,79059270349.10237,46981222665.6677,32078047683.433594,54966305.70412823,35311865.31529411,19654440.38883344
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,48,CAN,48702146.38753067,45389039.40565205,3313106.9818786182,6050.648202674555,5528.713888164597,521.9343145099582
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,48,USA,13783718184.742603,9812446412.918373,3971271771.8241787,3534206.2243443863,2780058.8040783014,754147.4202660903
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,49,RUS,79605946292.23103,48111823276.62271,31494123015.607197,55226921.94219443,35904928.3572355,19321993.584958434
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,49,CAN,1109603556.1128938,844838000.8899227,264765555.22297212,142912.50869074286,101798.47720155123,41114.03148919162
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,49,USA,11656583036.959084,8556878622.3008,3099704414.6582456,3012967.9275462083,2424331.78723286,588636.1403133451
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,50,RUS,87063376731.25836,53689884483.332275,33373492247.92607,59852586.71375646,39562032.84862668,20290553.86512931
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,50,CAN,1214018113.6120734,925467410.8509816,288550702.7610936,156314.93908785246,111539.06390669971,44775.87518115349
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,50,USA,6033854615.684471,4952692128.395956,1081162487.288541,1608508.50915133,1403194.9603627503,205313.54878857647
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,51,RUS,220488570370.8739,148471969778.26535,72016600592.60025,153596538.17927438,110656150.00945109,42940388.169825
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,51,CAN,407730913.4745654,372168557.3030409,35562356.17152413,50393.46943796127,44852.03990853859,5541.4295294227095
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,51,USA,14950376982.084274,11795333200.146315,3155043781.937956,3940994.7053273893,3341849.578605898,599145.1267214903
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,52,RUS,95692956688.32259,53415878116.66198,42277078571.66254,66267414.22016973,40072136.55940382,26195277.660764765
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,52,CAN,1498031228.1262608,1083775517.204412,414255710.9218502,194930.935832809,130569.28573803754,64361.65009477146
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,52,USA,17220152041.74769,12150077204.642948,5070074837.104734,4405166.450678816,3442355.5229335628,962810.9277452459
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,53,RUS,98302230951.24057,53948311411.28036,44353919539.95928,66947116.4811855,39949487.886048846,26997628.59513595
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,53,CAN,50152025.20685218,48084529.41194613,2067495.7949060472,6227.03700280505,5872.824853119617,354.21214968543393
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,53,USA,6944653293.06776,5274901896.969806,1669751396.0979404,1811570.3306041642,1494483.3166185752,317087.0139855818
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,54,RUS,208295912237.65857,141569570930.03687,66726341307.62063,142704866.3700147,103501392.84842612,39203473.52159403
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,54,CAN,62902686.35133747,61444298.88416155,1458387.4671759245,7699.298546977894,7472.993171280737,226.30537569715636
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,54,USA,7833463835.707248,6644688490.15826,1188775345.54898,2108320.073157625,1882570.7637091044,225749.30944851518
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,55,RUS,67311447087.065025,36668010159.71231,30643436927.354053,46140733.0458631,27362495.94109967,18778237.10476398
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,55,CAN,44756615.95382724,41562261.0378944,3194354.915932836,5581.153370982916,5052.758375611039,528.3949953718777
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,55,USA,6193239324.893092,4587644504.110729,1605594820.782392,1604673.4314748375,1299769.798166103,304903.63330874057
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,56,RUS,305076695575.0048,185528649672.2262,119548045902.77693,203245963.72929838,134488736.67811403,68757227.05118524
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,56,CAN,2174787084.595725,1666332351.5330405,508454733.06268495,279664.3583850547,200702.2692785561,78962.0891064984
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,56,USA,8846876115.366528,6628584967.937349,2218291147.429168,2299263.434382729,1878008.3195598093,421255.11482291715
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,57,RUS,244145600148.5082,159938177068.3313,84207423080.17458,163452449.23504043,115246329.88487917,48206119.35016273
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,57,CAN,1050820094.7219166,770130906.3209107,280689188.4010062,136404.80577409314,92833.83628636331,43570.9694877298
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,57,USA,4615577065.748532,3507834483.558185,1107742582.1903355,1204199.5380929706,993838.4098003043,210361.12829266328
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,58,RUS,62440210702.3188,38241752424.62597,24198458277.692207,43151907.28317808,28398840.62253708,14753066.660641257
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,58,CAN,838782428.3560629,657444068.6007954,181338359.75526822,107385.54228464451,79246.34981600006,28139.192468644353
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,58,USA,10318852189.37699,7479258546.401803,2839593642.9752054,2658261.7673211955,2119020.8532021344,539240.91411907
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,59,RUS,81726418534.91884,45287846179.15294,36438572355.76637,55453786.171922415,33365805.592592247,22087980.579329807
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,59,CAN,1150100009.4797544,805759236.2398626,344340773.23989147,150598.56510902758,97109.7338729602,53488.83123606717
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,59,USA,9954413555.587048,6699467818.969002,3254945736.6180587,2516207.4046721556,1898090.823532436,618116.5811397069
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,60,RUS,300661481573.6887,193475016676.45837,107186464897.22081,202164821.8946081,140773323.1196701,61391498.77493259
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,60,CAN,1833151425.3183146,1440924239.0303311,392227186.28798395,234505.51395635415,173561.69036587526,60943.823590478656
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,60,USA,7436016864.3290615,5713497345.12671,1722519519.2023568,1945853.7411788527,1618746.0219386378,327107.71924021153
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,61,RUS,111296273559.35144,62210733992.96189,49085539566.39058,76062865.76497783,46087776.73196931,29975089.033009417
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,61,CAN,68549496.36054137,65852220.30905087,2697276.0514904796,8467.158145170086,8020.768727848904,446.38941732118263
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,61,USA,14742552272.711372,10491533159.818897,4251019112.892476,3779729.063423069,2972457.41804358,807271.6453795029
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,62,RUS,227846748319.83102,140846303132.43802,87000445187.39734,151516518.69068682,101746543.46059023,49769975.230094366
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,62,CAN,940408415.3828405,679915263.0463604,260493152.3364799,122383.65802823388,81950.60769193352,40433.05033630042
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,62,USA,5116264585.31265,3807360122.7449646,1308904462.567692,1327261.8234615119,1078699.9066409033,248561.91682060945
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,63,RUS,259944661333.41635,158144660818.86374,101800000514.55446,173056518.94635323,114648771.6436889,58407747.30266325
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,63,CAN,38643305.087936044,34277748.21589897,4365556.872037079,4903.296784196182,4192.400568196236,710.8962159999467
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,63,USA,12175434935.229773,8321369314.360005,3854065620.869776,3089497.260730001,2357607.3744379664,731889.8862920327
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,64,RUS,90997947101.14929,53435171427.85153,37562775673.299644,62717812.5697369,39618722.81894347,23099089.750792943
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,64,CAN,1432705486.4736466,1018008677.6142024,414696808.85944396,187142.81033199793,122693.7675641988,64449.0427677992
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,64,USA,13202026919.755537,9366303997.215261,3835722922.54026,3382064.4890502584,2653657.894615507,728406.5944347339
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,65,RUS,96771726830.65924,53861198231.792625,42910528598.86616,65995488.697310224,39880698.22303097,26114790.47427874
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,65,CAN,1386332017.2437086,1005996591.4299841,380335425.81372786,180317.35598940932,121258.87442102391,59058.48156838544
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,65,USA,13680655823.530651,9585662728.774506,4094993094.756009,3493448.7220671936,2715806.531893139,777642.190174035
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,66,RUS,80807832701.21733,47820538088.31259,32987294612.90406,55829023.19328429,35567131.75143581,20261891.44184826
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,66,CAN,1228743691.802604,949945119.3482951,278798572.4543074,157731.19768215882,114468.60999325041,43262.58768890802
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,66,USA,13554668361.630182,9928910914.954573,3625757446.67561,3501589.481762797,2813055.485091765,688533.9966710391
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,67,RUS,224270806132.82733,147850482862.8147,76420323270.01869,150748233.32333228,106777595.20179476,43970638.12154161
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,67,CAN,1065959867.534082,807681109.6001856,258278757.9338962,137425.94186039802,97347.51780344288,40078.42405695498
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,67,USA,9370302764.891073,6872392566.966102,2497910197.9249535,2421438.778676872,1947083.8012142912,474354.97746258415
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,68,RUS,71149384107.98212,43651869129.00931,27497514978.97374,49068638.74341263,32292948.788918406,16775689.954494763
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,68,CAN,31685874.321885847,28793572.104556225,2892302.2173296157,3985.081891347806,3535.947995121875,449.1338962259315
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,68,USA,5620469888.752629,4259685599.5720387,1360784289.1805778,1465266.5326877611,1206852.5987673549,258413.93392040822
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,69,RUS,235934480416.84833,152676217918.22366,83258262498.62485,158360562.16195068,110615248.04255378,47745314.11939643
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,69,CAN,1057997425.1530844,743798807.8759912,314198617.2770939,138463.18433766885,89665.53413658483,48797.65020108413
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,69,USA,5333830881.066322,3955417460.400512,1378413420.6658087,1382409.1774402282,1120647.4585292658,261761.71891096057
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,70,RUS,82044425920.8594,47795664341.65888,34248761579.200848,56571709.001202784,35552835.04258033,21018873.95862274
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,70,CAN,377497976.2156061,317426521.54351735,60071454.672088794,47607.94930378698,38286.357186318644,9321.592117468366
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,70,USA,12812852665.041767,9365900809.473774,3446951855.5680323,3308122.347470705,2653543.6636089436,654578.6838617605
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,71,RUS,87018870382.64656,47788231477.86043,39230638904.78582,59310611.34145043,35454692.73408747,23855918.607363015
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,71,CAN,1178419363.8817046,827118774.3778702,351300589.5038347,154216.34084720816,99690.46943669426,54525.87141051367
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,71,USA,12537937909.788328,8565642804.914852,3972295104.8734565,3181156.604275012,2426814.8523127846,754341.7519622114
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,72,RUS,200164795841.6114,137392747605.20444,62772048236.40685,138072408.63659936,100989242.7658921,37083165.87070448
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,72,CAN,1239688504.539182,944058006.0970542,295630498.4421282,159685.16821265465,113770.12084453659,45915.047368118234
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,72,USA,4638667576.749586,3687434131.9325585,951233444.8170311,1225362.4462569042,1044722.5178668966,180639.92839000982
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,73,RUS,167135295312.2241,114890795403.80185,52244499908.4246,118143546.30665652,86222512.46963328,31921033.837024745
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,73,CAN,1315809387.1161025,1024160398.1148316,291648989.00127137,168687.4362979107,123397.73404378112,45289.702254129756
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,73,USA,12648730925.071123,9830657956.414415,2818072968.6567326,3320372.6143525825,2785218.4920604434,535154.1222921277
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,74,RUS,85179185775.36142,55337187482.16443,29841998293.197693,59547164.2730654,41255793.859482825,18291370.41358239
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,74,CAN,1190609695.4649959,982672354.450813,207937341.01418346,150675.76957154335,118409.07835346369,32266.691218079435
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,74,USA,6182430110.191174,5210456969.910308,971973140.2808573,1660803.2147204923,1476224.802960459,184578.41176002764
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,75,RUS,156402436945.9117,107373861770.07819,49028575175.837395,109096189.49431437,79673149.67247608,29423039.821837336
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,75,CAN,42347306.11269147,40965478.74208605,1381827.370605414,5220.468640318555,5006.043482881468,214.42515743708682
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,75,USA,4134082228.4239984,3287197990.1512,846884238.2727991,1092151.6950766197,931327.7574935082,160823.937583116
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,76,RUS,81692814075.00293,47237028160.23457,34455785914.76789,56610456.56114343,35452248.98053361,21158207.580609076
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,76,CAN,1138406028.581463,839071593.0042709,299334435.57719266,147595.72788816044,101146.48622430488,46449.241663855646
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,76,USA,6675440342.785558,5245618409.885895,1429821932.899657,1757710.9626084927,1486186.7295437674,271524.2330647239
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,77,RUS,173823229272.66046,118329620862.93056,55493608409.73396,121622151.39110784,88015910.14194189,33606241.24916458
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,77,CAN,45767337.94798541,44579220.26398385,1188117.6840015575,5641.888221928874,5457.521978456505,184.3662434723688
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,77,USA,12814364741.436167,9733137164.644247,3081227576.7919583,3342716.3115159683,2757588.9362562853,585127.3752596908
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,78,RUS,72734367355.97478,44045880560.11478,28688486795.86042,49706923.834559664,32355150.599089697,17351773.235470455
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,78,CAN,986052877.0588284,750545418.7272576,235507458.33157003,127026.57825664007,90469.04229862429,36557.53595801576
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,78,USA,4291614549.1882553,3359602657.141218,932011892.0470262,1128831.1632488235,951841.4218185325,176989.74143029228
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,79,RUS,215076634542.38083,134351928123.89821,80724706418.48738,146002767.4439245,98493644.7602632,47509122.68366184
ALL,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,79,CAN,1233600746.1471837,882265628.8571099,351335117.2900712,160907.8058902575,106353.93172992149,54553.874160335996
